Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Christchurch Aero,4843,H32451,-43.493,172.537,37,G,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

UserName is = raazesh.sainudiin
Total number of rows output = 20904
Number of rows remaining in subscription = 1968948
Copyright NIWA 2011 Subject to NIWA's Terms and Conditions
See: http://cliflo.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz
// Raaz's Modification of the Text File
// With vi I removed time stamps ":0800" and ":0900" 
// of the daily measurements that interrupted Matlab simple dlmread
// by substitution command ":%s/:0900//g" and ":%s/:0800//g"
// Replaced missing data character '-' with 'NaN' by ":%s/-/NaN/g" in vi
// Replaced 'NaN[0-9]' by '-[0-9]' to leave minus signs alone 
// Removed the last column of "D" for "by definition i.e. grid points"
// using ':%s/,D//g'
// also moved this block from the bottom of file to here.  
// Raaz, 
// Sun 27 Mar 2011 19:26:37 NZDT

Max_min: Daily
Stationate(NZST),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
4843,19541120,13.9,24,6.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541121,15.4,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19541122,18.6,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541123,21.7,24,5.4,24,NaN,NaN,NaN,NaN,NaN
4843,19541124,27.8,24,16.7,24,NaN,NaN,NaN,NaN,NaN
4843,19541125,28.1,24,12.8,24,NaN,NaN,NaN,NaN,NaN
4843,19541126,22.3,24,9.2,24,NaN,NaN,NaN,NaN,NaN
4843,19541127,17.6,24,8.9,24,NaN,NaN,NaN,NaN,NaN
4843,19541128,17.1,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19541129,26.1,24,11.4,24,NaN,NaN,NaN,NaN,NaN
4843,19541130,28.3,24,16.7,24,NaN,NaN,NaN,NaN,NaN
4843,19541201,22.9,24,8.6,24,NaN,NaN,NaN,NaN,NaN
4843,19541202,28.6,24,6.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541203,16.9,24,9.6,24,NaN,NaN,NaN,NaN,NaN
4843,19541204,15.9,24,10.1,24,NaN,NaN,NaN,NaN,NaN
4843,19541205,17.8,24,12.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541206,22.4,24,10.9,24,NaN,NaN,NaN,NaN,NaN
4843,19541207,28.8,24,10.0,24,NaN,NaN,NaN,NaN,NaN
4843,19541208,16.2,24,10.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541209,17.3,24,13.6,24,NaN,NaN,NaN,NaN,NaN
4843,19541210,26.3,24,11.1,24,NaN,NaN,NaN,NaN,NaN
4843,19541211,17.3,24,11.7,24,NaN,NaN,NaN,NaN,NaN
4843,19541212,17.8,24,11.9,24,NaN,NaN,NaN,NaN,NaN
4843,19541213,15.9,24,11.7,24,NaN,NaN,NaN,NaN,NaN
4843,19541214,16.4,24,10.4,24,NaN,NaN,NaN,NaN,NaN
4843,19541215,17.3,24,11.5,24,NaN,NaN,NaN,NaN,NaN
4843,19541216,18.0,24,13.1,24,NaN,NaN,NaN,NaN,NaN
4843,19541217,23.3,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19541218,28.9,24,13.1,24,NaN,NaN,NaN,NaN,NaN
4843,19541219,20.2,24,8.8,24,NaN,NaN,NaN,NaN,NaN
4843,19541220,20.9,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19541221,15.7,24,9.8,24,NaN,NaN,NaN,NaN,NaN
4843,19541222,14.9,24,9.4,24,NaN,NaN,NaN,NaN,NaN
4843,19541223,15.5,24,7.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541224,17.3,24,11.2,24,NaN,NaN,NaN,NaN,NaN
4843,19541225,16.7,24,10.1,24,NaN,NaN,NaN,NaN,NaN
4843,19541226,16.2,24,10.8,24,NaN,NaN,NaN,NaN,NaN
4843,19541227,17.6,24,12.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541228,18.9,24,10.3,24,NaN,NaN,NaN,NaN,NaN
4843,19541229,29.0,24,11.4,24,NaN,NaN,NaN,NaN,NaN
4843,19541230,27.0,24,15.1,24,NaN,NaN,NaN,NaN,NaN
4843,19541231,28.4,24,8.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550101,21.5,24,9.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550102,17.9,24,13.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550103,20.4,24,14.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550104,31.8,24,12.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550105,19.6,24,12.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550106,27.8,24,11.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550107,22.3,24,14.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550108,32.3,24,12.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550109,21.8,24,13.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550110,25.4,24,18.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550111,27.7,24,12.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550112,18.1,24,9.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550113,20.6,24,10.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550114,21.4,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550115,15.5,24,10.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550116,19.7,24,11.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550117,21.7,24,14.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550118,22.2,24,13.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550119,27.0,24,10.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550120,21.2,24,15.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550121,29.3,24,14.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550122,16.9,24,10.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550123,17.3,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550124,21.3,24,9.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550125,23.1,24,13.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550126,20.3,24,10.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550127,27.8,24,10.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550128,22.2,24,6.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550129,16.7,24,7.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550130,25.6,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550131,29.4,24,16.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550201,24.8,24,17.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550202,32.4,24,22.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550203,29.8,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550204,17.2,24,5.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550205,20.4,24,12.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550206,20.1,24,12.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550207,21.1,24,14.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550208,25.2,24,9.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550209,26.6,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550210,17.1,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550211,19.9,24,14.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550212,17.3,24,11.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550213,17.3,24,11.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550214,23.1,24,9.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550215,30.9,24,13.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550216,16.6,24,12.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550217,16.8,24,14.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550218,22.6,24,15.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550219,29.9,24,15.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550220,29.2,24,16.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550221,25.6,24,9.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550222,23.8,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550223,23.3,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550224,27.2,24,16.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550225,30.5,24,11.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550226,16.9,24,13.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550227,14.9,24,12.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550228,25.7,24,14.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550301,16.8,24,12.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550302,14.6,24,8.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550303,16.6,24,8.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550304,18.2,24,8.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550305,21.7,24,12.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550306,19.4,24,12.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550307,27.6,24,14.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550308,20.3,24,11.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550309,21.1,24,3.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550310,16.7,24,12.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550311,21.1,24,15.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550312,15.0,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550313,15.2,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550314,15.1,24,10.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550315,17.6,24,12.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550316,23.7,24,12.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550317,13.7,24,5.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550318,18.9,24,7.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550319,14.5,24,4.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550320,22.8,24,8.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550321,15.3,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550322,23.6,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550323,14.9,24,2.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550324,25.4,24,5.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550325,29.1,24,10.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550326,19.8,24,12.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550327,23.6,24,10.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550328,15.0,24,9.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550329,19.3,24,8.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550330,21.1,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550331,24.4,24,12.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550401,17.6,24,7.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550402,26.0,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550403,19.3,24,12.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550404,22.4,24,14.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550405,25.6,24,12.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550406,16.8,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550407,16.8,24,9.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550408,21.9,24,12.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550409,28.8,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550410,17.3,24,5.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550411,19.1,24,3.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550412,17.4,24,3.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550413,24.6,24,10.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550414,19.6,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550415,20.1,24,9.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550416,12.9,24,9.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550417,24.2,24,11.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550418,27.1,24,12.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550419,17.6,24,10.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550420,15.0,24,8.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550421,15.9,24,1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550422,16.9,24,7.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550423,13.9,24,4.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550424,14.8,24,4.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550425,14.5,24,3.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550426,16.0,24,0.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550427,22.7,24,6.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550428,16.2,24,4.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550429,14.9,24,2.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550430,14.9,24,5.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550501,11.7,24,5.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550502,12.3,24,1.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550503,14.6,24,4.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550504,18.2,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550505,13.7,24,6.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550506,16.2,24,9.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550507,26.1,24,13.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550508,21.0,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550509,19.3,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550510,15.1,24,0.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550511,16.1,24,1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550512,14.6,24,0.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550513,14.6,24,3.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550514,13.8,24,5.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550515,12.6,24,3.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550516,15.4,24,7.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550517,13.3,24,10.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550518,16.8,24,9.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550519,13.2,24,10.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550520,21.3,24,10.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550521,16.5,24,6.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550522,16.0,24,2.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550523,11.1,24,3.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550524,11.2,24,-2.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550525,10.6,24,-0.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550526,14.9,24,1.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550527,16.5,24,3.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550528,12.1,24,-0.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550529,13.7,24,1.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550530,8.6,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550531,10.6,24,6.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550601,16.4,24,10.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550602,11.4,24,8.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550603,8.7,24,4.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550604,14.0,24,4.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550605,10.2,24,6.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550606,10.7,24,3.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550607,9.6,24,-0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550608,10.1,24,-0.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550609,8.8,24,0.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550610,7.2,24,0.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550611,15.9,24,5.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550612,8.7,24,0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550613,10.5,24,1.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550614,17.7,24,7.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550615,12.8,24,1.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550616,11.7,24,2.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550617,14.8,24,3.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550618,8.2,24,-3.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550619,10.3,24,-0.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550620,9.0,24,1.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550621,10.1,24,2.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550622,10.3,24,5.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550623,10.9,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550624,8.8,24,0.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550625,8.2,24,-2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550626,5.9,24,1.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550627,7.9,24,0.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550628,6.1,24,1.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550629,7.6,24,-2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550630,7.9,24,-3.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550701,10.1,24,-1.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550702,6.8,24,0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550703,6.9,24,1.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550704,6.6,24,1.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550705,6.4,24,-4.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550706,7.0,24,-3.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550707,5.9,24,-4.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550708,8.8,24,-3.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550709,10.2,24,-1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550710,10.2,24,2.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550711,15.0,24,0.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550712,15.4,24,1.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550713,6.6,24,0.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550714,5.3,24,0.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550715,8.3,24,-1.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550716,8.0,24,-0.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550717,8.7,24,0.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550718,10.9,24,6.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550719,10.2,24,4.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550720,10.7,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550721,8.5,24,-1.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550722,8.4,24,3.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550723,9.3,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550724,7.9,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550725,9.1,24,-2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550726,9.3,24,-2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550727,9.1,24,-1.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550728,8.7,24,1.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550729,5.7,24,2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550730,10.2,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550731,8.9,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550801,6.9,24,3.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550802,7.6,24,5.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550803,8.6,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550804,8.3,24,-2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550805,9.2,24,0.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550806,9.2,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550807,11.4,24,1.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550808,14.1,24,-0.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550809,13.3,24,0.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550810,17.3,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550811,16.2,24,6.4,24,NaN,NaN,NaN,NaN,NaN
4843,19550812,15.4,24,0.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550813,12.2,24,1.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550814,10.7,24,0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550815,10.2,24,3.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550816,8.3,24,4.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550817,9.9,24,-1.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550818,8.7,24,-0.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550819,11.1,24,-0.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550820,10.7,24,-0.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550821,9.0,24,-2.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550822,9.9,24,1.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550823,15.9,24,4.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550824,20.6,24,2.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550825,20.1,24,2.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550826,15.7,24,5.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550827,21.9,24,9.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550828,16.3,24,8.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550829,18.8,24,6.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550830,7.9,24,2.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550831,10.6,24,5.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550901,12.9,24,7.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550902,9.1,24,5.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550903,8.4,24,3.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550904,8.4,24,-1.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550905,8.9,24,3.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550906,13.1,24,6.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550907,18.8,24,1.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550908,14.2,24,5.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550909,9.0,24,4.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550910,9.1,24,4.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550911,10.5,24,-0.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550912,12.5,24,-0.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550913,17.9,24,3.6,24,NaN,NaN,NaN,NaN,NaN
4843,19550914,18.8,24,3.0,24,NaN,NaN,NaN,NaN,NaN
4843,19550915,19.2,24,6.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550916,18.4,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550917,22.8,24,2.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550918,22.4,24,3.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550919,15.1,24,1.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550920,16.8,24,4.1,24,NaN,NaN,NaN,NaN,NaN
4843,19550921,14.9,24,1.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550922,18.1,24,4.5,24,NaN,NaN,NaN,NaN,NaN
4843,19550923,16.6,24,7.8,24,NaN,NaN,NaN,NaN,NaN
4843,19550924,23.2,24,14.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550925,24.8,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550926,17.3,24,7.2,24,NaN,NaN,NaN,NaN,NaN
4843,19550927,11.2,24,3.7,24,NaN,NaN,NaN,NaN,NaN
4843,19550928,13.1,24,7.9,24,NaN,NaN,NaN,NaN,NaN
4843,19550929,13.9,24,3.3,24,NaN,NaN,NaN,NaN,NaN
4843,19550930,19.1,24,7.0,24,NaN,NaN,NaN,NaN,NaN
4843,19551001,14.7,24,8.8,24,NaN,NaN,NaN,NaN,NaN
4843,19551002,17.8,24,9.9,24,NaN,NaN,NaN,NaN,NaN
4843,19551003,17.3,24,10.6,24,NaN,NaN,NaN,NaN,NaN
4843,19551004,17.8,24,6.9,24,NaN,NaN,NaN,NaN,NaN
4843,19551005,19.1,24,5.2,24,NaN,NaN,NaN,NaN,NaN
4843,19551006,14.6,24,1.4,24,NaN,NaN,NaN,NaN,NaN
4843,19551007,14.2,24,5.7,24,NaN,NaN,NaN,NaN,NaN
4843,19551008,18.9,24,6.4,24,NaN,NaN,NaN,NaN,NaN
4843,19551009,15.4,24,6.2,24,NaN,NaN,NaN,NaN,NaN
4843,19551010,21.2,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19551011,15.4,24,10.3,24,NaN,NaN,NaN,NaN,NaN
4843,19551012,16.0,24,9.3,24,NaN,NaN,NaN,NaN,NaN
4843,19551013,18.2,24,11.1,24,NaN,NaN,NaN,NaN,NaN
4843,19551014,22.6,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19551015,18.5,24,5.7,24,NaN,NaN,NaN,NaN,NaN
4843,19551016,18.9,24,5.8,24,NaN,NaN,NaN,NaN,NaN
4843,19551017,17.0,24,5.7,24,NaN,NaN,NaN,NaN,NaN
4843,19551018,16.0,24,6.1,24,NaN,NaN,NaN,NaN,NaN
4843,19551019,13.8,24,2.9,24,NaN,NaN,NaN,NaN,NaN
4843,19551020,13.7,24,7.4,24,NaN,NaN,NaN,NaN,NaN
4843,19551021,14.6,24,8.9,24,NaN,NaN,NaN,NaN,NaN
4843,19551022,12.7,24,11.3,24,NaN,NaN,NaN,NaN,NaN
4843,19551023,16.1,24,8.2,24,NaN,NaN,NaN,NaN,NaN
4843,19551024,17.1,24,5.8,24,NaN,NaN,NaN,NaN,NaN
4843,19551025,17.5,24,7.4,24,NaN,NaN,NaN,NaN,NaN
4843,19551026,16.7,24,10.9,24,NaN,NaN,NaN,NaN,NaN
